event_type,timestamp,user_id,event_id,metadata,source,error_reason
page_view,2026-06-15T15:01:14,3740,,opened pricing page,web,missing_event_id
search,,2918,evt_006408,looked up return policy,hsearch,invalid_timestamp
page_view,2026-06-18T23:45:50,5271,evt_006416,accidentally opened page,mobile_ios,duplicate_event
page_view,2026-06-26T13:31:50,1704,,Page loaded,hsearch,missing_event_id
add_to_cart,2026-06-20T08:58:38,,evt_006422,added same item twice,desktop_app,missing_user_id
scroll,2026-06-22T23:33:10,,evt_006426,fast scroll through page,web,missing_user_id
page_view,2026-06-20T01:22:42,7485,evt_006428,opened pricing page,,duplicate_event
remove_from_cart,,6540,evt_006430,removed item from cart,mobile_ios,invalid_timestamp
remove_from_cart,2026-06-22T11:08:09,7993,,cart item deleted,,missing_event_id
page_view,2026-06-17T06:04:15,2626,,viewed product page,mobile_ios,missing_event_id
page_view,,6840,evt_006439,viewed product page,direct,missing_timestamp
search,2026-06-21T02:09:07,,evt_006446,searched for shoes,desktop_app,missing_user_id
add_to_cart,,2605,evt_006447,add to cart clicked,,invalid_timestamp
,2026-06-20T17:24:38,9595,evt_006449,viewed product page,,missing_event_type
page_view,2026-06-20T13:56:31,,evt_006452,accidentally opened page,hsearch,missing_user_id
scroll,2026-06-21T18:32:14,,evt_006457,user flicked page aggresively,api_v2,missing_user_id
purchase,2026-06-25T16:36:27,,evt_006458,payment successful,web,missing_user_id
,,7685,evt_006460,Page loaded,mobile_ios,missing_event_type;invalid_timestamp
,2026-06-21T16:24:39,8529,evt_006461,landed on homepage,api_v2,missing_event_type
scroll,,8213,evt_006462,scrolling endlessly,mobil,missing_timestamp
,,1979,evt_006465,looked up return policy,,missing_event_type;missing_timestamp
,2026-06-20T03:05:54,6231,,,web,invalid_event_type;missing_event_id
remove_from_cart,2026-06-25T13:59:01,9240,,removed item immediately after adding,mobil,missing_event_id
purchase,,3808,evt_006479,order placed,mobile_android,invalid_timestamp
search,,8839,,,desktop_app,missing_timestamp;missing_event_id
page_view,2026-06-24T01:40:46,,evt_006488,accidentally opened page,web,missing_user_id
,2026-06-19T08:50:59,4892,evt_006490,viewed product page,unknown_source,missing_event_type
add_to_cart,2026-06-16T07:00:03,,evt_006492,,web,missing_user_id
search,2026-06-18T04:37:36,7340,evt_006504,looked up return policy,mobile_ios,duplicate_event
,2026-06-21T23:53:03,6162,evt_006508,,,invalid_event_type
add_to_cart,,2460,evt_006509,added product to shopping cart,email,invalid_timestamp
purchase,,9381,evt_006511,"just browsing, no intent to buy",tablet,missing_timestamp
,2026-06-16T10:54:57,4471,evt_006514,scrolled down,web,missing_event_type
page_view,,5924,evt_006526,opened page then immediately left,web,missing_timestamp
search,2026-06-23T00:06:55,,evt_006527,typo in search query,web,missing_user_id
scroll,2026-06-23T02:42:10,,evt_006530,scroll spam,web,missing_user_id
,2026-06-18T18:02:36,9750,evt_006533,added item to cart,mobile_ios,missing_event_type
,2026-06-24T21:35:15,3269,evt_006536,"slow scroll, reading carefully",desktop_app,missing_event_type
,2026-06-18T17:14:51,6622,evt_006538,searched nothing,desktop_app,missing_event_type
page_view,2026-06-21T10:19:55,1284,,opened page then immediately left,web,missing_event_id
page_view,,1143,evt_006553,opened page then immediately left,,missing_timestamp
page_view,,9001,evt_006555,landed on homepage,email,missing_timestamp
scroll,,2287,evt_006559,fast scroll through page,hsearch,missing_timestamp
page_view,,5432,evt_006560,PAGE_VIEW,web,missing_timestamp
scroll,,4652,evt_006568,"slow scroll, reading carefully",mobile_ios,invalid_timestamp
search,,,evt_006570,searched for shoes,web,invalid_timestamp;missing_user_id
purchase,2026-06-25T23:22:01,9103,,payment successful,mobil,missing_event_id
scroll,,6190,evt_006573,fast scroll through page,desktop_app,missing_timestamp
,2026-06-24T11:10:54,9720,evt_006575,add to cart clicked,web,missing_event_type
add_to_cart,2026-06-23T12:30:57,5319,,added product to shopping cart,web,missing_event_id
page_view,,5819,evt_006583,viewed product page,unknown_source,invalid_timestamp
purchase,2026-06-25T04:15:31,355,,purchase??,web,missing_event_id
page_view,,7331,evt_006604,PAGE_VIEW,unknown_source,invalid_timestamp
add_to_cart,,5574,evt_006621,added same item twice,web,missing_timestamp
,2026-06-23T05:16:07,6056,evt_006622,,web,missing_event_type
,2026-06-25T09:20:37,3295,evt_006625,,web,missing_event_type
page_view,,5870,evt_006630,Page loaded,web,invalid_timestamp
page_view,2026-06-25T23:03:39,6048,evt_006632,opened page then immediately left,web,duplicate_event
page_view,2026-06-25T12:19:04,,evt_006635,landed on homepage,api_v2,missing_user_id
,2026-06-23T06:10:18,2009,,added item to cart,web,missing_event_type;missing_event_id
page_view,,9237,evt_006647,landed on homepage,tablet,missing_timestamp
page_view,,7721,evt_006648,landed on homepage,mobile_android,missing_timestamp
page_view,2026-06-21T23:48:25,5739,evt_006652,opened pricing page,web,duplicate_event
page_view,2026-06-24T20:06:22,,evt_006655,,desktop_app,missing_user_id
,2026-06-23T20:58:37,5814,evt_006661,opened page then immediately left,web,missing_event_type
page_view,2026-06-16T22:47:48,,evt_006667,PAGE_VIEW,mobil,missing_user_id
,2026-06-21T15:16:15,8542,evt_006671,viewed product page,web,missing_event_type
,2026-06-20T06:59:45,5139,evt_006672,searched for shoes,email,missing_event_type
page_view,2026-06-24T07:29:35,,,viewed product page,desktop_app,missing_user_id;missing_event_id
search,2026-06-18T12:46:07,3289,,searched for shoes,,missing_event_id
,2026-06-21T23:26:09,8986,evt_006686,viewed product page,desktop_app,missing_event_type
scroll,,9384,evt_006695,scroll spam,mobile_ios,invalid_timestamp
scroll,,9384,evt_006695,scroll spam,mobile_ios,duplicate_event
page_view,,378,evt_006732,viewed product page,web,missing_timestamp
,2026-06-18T16:13:27,2063,evt_006735,,mobile_ios,invalid_event_type
,2026-06-16T09:58:22,2762,evt_006737,,mobile_ios,invalid_event_type
,2026-06-17T12:41:09,5788,evt_006744,landed on homepage,web,missing_event_type
scroll,,1735,evt_006748,scrolled down,unknown_source,missing_timestamp
scroll,,1967,evt_006749,,web,invalid_timestamp
,2026-06-17T00:17:36,8963,evt_006757,,unknown_source,invalid_event_type
page_view,2026-06-15T09:20:39,,evt_006759,Page loaded,web,missing_user_id
purchase,2026-06-19T08:38:45,6681,,payment successful,desktop_app,missing_event_id
,2026-06-18T19:16:57,5731,evt_006764,removed item from cart,,missing_event_type
,,6497,evt_006770,,mobile_ios,invalid_event_type;missing_timestamp
page_view,2026-06-24T22:06:05,2970,,,hsearch,missing_event_id
,2026-06-26T11:17:10,3635,evt_006788,added item to cart,mobil,missing_event_type
remove_from_cart,2026-06-21T02:02:26,,evt_006789,removed product,tablet,missing_user_id
page_view,,5087,,viewed product page,hsearch,missing_timestamp;missing_event_id
,2026-06-25T16:59:29,6782,evt_006798,,api_v2,invalid_event_type
scroll,,319,evt_006799,scrolled down,mobil,missing_timestamp
page_view,2026-06-22T08:14:52,,evt_006800,opened page then immediately left,unknown_source,missing_user_id
,2026-06-15T16:27:56,1663,evt_006802,opened page then immediately left,mobile_ios,missing_event_type
page_view,2026-06-25T07:42:43,4847,,,api_v2,missing_event_id
,2026-06-23T21:48:29,3340,evt_006809,,mobile_ios,invalid_event_type
,2026-06-24T15:17:04,2067,evt_006822,Page loaded,hsearch,missing_event_type
purchase,2026-06-26T11:46:47,4616,,payment successful,,missing_event_id
remove_from_cart,,4168,evt_006831,removed product,web,missing_timestamp
,,4123,,accidental add to cart,unknown_source,missing_event_type;missing_timestamp;missing_event_id
page_view,2026-06-21T19:41:06,9896,evt_006835,Page loaded,mobile_android,duplicate_event
page_view,,6129,evt_006841,,desktop_app,invalid_timestamp
search,,5822,evt_006844,random search,web,invalid_timestamp
scroll,2026-06-16T22:19:44,7116,evt_006851,fast scroll through page,direct,duplicate_event
add_to_cart,2026-06-16T13:02:45,9602,,added item to cart,mobile_ios,missing_event_id
,2026-06-21T01:12:53,6192,evt_006858,opened page then immediately left,email,missing_event_type
,2026-06-25T13:51:14,2146,evt_006860,landed on homepage,desktop_app,missing_event_type
add_to_cart,2026-06-22T15:56:22,,evt_006862,add to cart clicked,web,missing_user_id
,2026-06-21T03:16:29,7148,,SEARCH EVENT,mobile_ios,missing_event_type;missing_event_id
page_view,2026-06-15T12:41:57,,evt_006866,Page loaded,,missing_user_id
,2026-06-19T02:38:37,1784,evt_006873,accidentally opened page,desktop_app,missing_event_type
page_view,2026-06-17T03:05:27,5104,,,unknown_source,missing_event_id
page_view,2026-06-17T20:02:34,2752,,,email,missing_event_id
,2026-06-19T16:16:19,2008,evt_006885,scrolled down,web,missing_event_type
search,2026-06-18T05:43:34,,,typo in search query,web,missing_user_id;missing_event_id
page_view,,9351,evt_006887,,,invalid_timestamp
,2026-06-24T17:39:40,,evt_006889,PAGE_VIEW,WEB,missing_event_type;missing_user_id
,2026-06-22T23:18:06,5695,evt_006900,cart item deleted,web,missing_event_type
remove_from_cart,,674,evt_006907,remove clicked,mobile_ios,invalid_timestamp
,2026-06-25T13:38:07,3650,evt_006909,,web,invalid_event_type
add_to_cart,2026-06-19T02:39:17,3131,,added item to cart,desktop_app,missing_event_id
search,2026-06-26T01:45:13,,evt_006920,search fired twice,web,missing_user_id
,2026-06-18T20:41:44,8289,evt_006921,scroll spam,unknown_source,missing_event_type
page_view,,1463,evt_006922,viewed product page,tablet,missing_timestamp
page_view,,997,evt_006924,opened pricing page,mobile_android,missing_timestamp
,2026-06-21T12:31:45,3103,evt_006926,opened page then immediately left,web,missing_event_type
remove_from_cart,,3118,evt_006933,remove clicked,email,missing_timestamp
page_view,2026-06-18T11:19:56,,evt_006938,landed on homepage,mobile_ios,missing_user_id
scroll,2026-06-24T00:33:07,,evt_006951,scrolled down,direct,missing_user_id
add_to_cart,,1547,evt_006954,added item to cart,,missing_timestamp
remove_from_cart,2026-06-24T21:32:31,,evt_006965,"changed mind, removed",web,missing_user_id
search,,4890,evt_006971,looked up return policy,web,missing_timestamp
page_view,,5920,evt_006975,viewed product page,hsearch,missing_timestamp
page_view,2026-06-17T22:04:17,7270,,,hsearch,missing_event_id
purchase,,5525,evt_006983,checkout finished,desktop_app,missing_timestamp
page_view,2026-06-19T09:27:41,,evt_006990,Page loaded,mobile_ios,missing_user_id
page_view,,,evt_006991,viewed product page,desktop_app,missing_timestamp;missing_user_id
remove_from_cart,2026-06-19T03:18:40,9614,,removed product,web,missing_event_id
page_view,,2102,,landed on homepage,mobile_ios,invalid_timestamp;missing_event_id
,2026-06-23T11:48:22,432,evt_007008,,mobil,invalid_event_type
,2026-06-23T11:48:22,432,evt_007008,,mobil,duplicate_event
add_to_cart,2026-06-17T11:40:17,5559,evt_007016,added item to cart,tablet,duplicate_event
purchase,,9731,evt_007017,"just browsing, no intent to buy",unknown_source,missing_timestamp
page_view,2026-06-23T19:11:37,5439,,viewed product page,web,missing_event_id
scroll,2026-06-26T06:15:32,9178,,scrolled down,unknown_source,missing_event_id
page_view,,893,evt_007022,landed on homepage,web,invalid_timestamp
,2026-06-20T12:35:40,9994,,,mobil,invalid_event_type;missing_event_id
scroll,,2755,evt_007065,fast scroll through page,mobile_ios,missing_timestamp
add_to_cart,,3776,evt_007070,accidental add to cart,web,missing_timestamp
,2026-06-18T01:59:10,8117,evt_007071,,web,invalid_event_type
scroll,,251,evt_007078,barely scrolling,mobile_android,invalid_timestamp
,2026-06-15T16:20:43,258,evt_007081,viewed product page,tablet,missing_event_type
,2026-06-26T16:10:04,529,evt_007084,landed on homepage,direct,missing_event_type
remove_from_cart,,9901,evt_007086,removed item immediately after adding,web,missing_timestamp
,2026-06-17T05:04:46,6110,evt_007087,landed on homepage,web,missing_event_type
,2026-06-25T12:37:44,9755,evt_007089,opened pricing page,tablet,missing_event_type
search,2026-06-24T04:57:12,,evt_007094,searched for shoes,tablet,missing_user_id
,2026-06-21T04:05:23,6989,evt_007096,viewed product page,unknown_source,missing_event_type
scroll,,2243,evt_007099,"slow scroll, reading carefully",tablet,missing_timestamp
scroll,,2243,evt_007099,"slow scroll, reading carefully",tablet,duplicate_event
page_view,2026-06-15T16:21:29,,evt_007100,viewed product page,web,missing_user_id
,2026-06-17T14:06:19,,evt_007101,,api_v2,invalid_event_type;missing_user_id
page_view,2026-06-24T21:41:51,9897,,landed on homepage,desktop_app,missing_event_id
page_view,2026-06-25T05:39:15,,evt_007105,,unknown_source,missing_user_id
scroll,,3568,evt_007106,"slow scroll, reading carefully",,invalid_timestamp
PAGE_VIEW,2026-06-21T10:50:22,7611,evt_007111,PAGE_VIEW,direct,duplicate_event
,2026-06-20T04:17:37,4254,evt_007117,Page loaded,desktop_app,missing_event_type
scroll,2026-06-16T05:06:15,6979,,scrolling endlessly,web,missing_event_id
page_view,2026-06-18T16:08:07,,,landed on homepage,web,missing_user_id;missing_event_id
search,2026-06-21T11:16:00,205,,searched for shoes,tablet,missing_event_id
purchase,,7048,evt_007130,purchase completed,email,invalid_timestamp
add_to_cart,,4359,evt_007144,,,invalid_timestamp
page_view,,3388,evt_007146,,desktop_app,missing_timestamp
,2026-06-19T23:09:18,6816,evt_007150,added item to cart,web,missing_event_type
page_view,2026-06-23T01:38:19,9935,,viewed product page,mobile_ios,missing_event_id
page_view,2026-06-22T15:18:22,,evt_007155,opened pricing page,desktop_app,missing_user_id
page_view,2026-06-20T04:48:41,,evt_007156,page refresh loop??,mobile_ios,missing_user_id
search,,75,evt_007159,,hsearch,missing_timestamp
,2026-06-25T08:32:16,8433,evt_007165,landed on homepage,hsearch,missing_event_type
,2026-06-17T17:59:27,4693,evt_007170,,web,missing_event_type
remove_from_cart,2026-06-22T07:03:13,,evt_007177,removed product,web,missing_user_id
scroll,,3530,evt_007182,user flicked page aggresively,web,invalid_timestamp
page_view,,6271,evt_007192,landed on homepage,web,missing_timestamp
,2026-06-22T03:57:12,436,evt_007196,looked up return policy,web,missing_event_type
search,2026-06-21T23:05:59,4818,evt_007198,,hsearch,duplicate_event
search,,6834,evt_007199,typo in search query,tablet,missing_timestamp
,2026-06-19T09:35:47,8945,evt_007213,removed product,desktop_app,missing_event_type
page_view,,9916,evt_007216,opened page then immediately left,web,missing_timestamp
page_view,2026-06-21T19:55:26,,evt_007223,viewed product page,unknown_source,missing_user_id
search,2026-06-20T16:54:10,4691,,rage searched product,unknown_source,missing_event_id
search,2026-06-15T15:42:54,9642,,search query: headphones,direct,missing_event_id
,,9485,evt_007238,"slow scroll, reading carefully",mobil,missing_event_type;missing_timestamp
,2026-06-16T23:36:25,9064,evt_007239,PAGE_VIEW,mobile_android,missing_event_type
page_view,2026-06-15T09:38:38,2190,evt_007242,accidentally opened page,web,duplicate_event
,2026-06-16T22:36:45,,evt_007246,looked up return policy,hsearch,missing_event_type;missing_user_id
,2026-06-20T22:36:14,1398,evt_007247,searched for shoes,mobile_ios,missing_event_type
,2026-06-24T21:46:07,3433,evt_007251,PAGE_VIEW,mobil,missing_event_type
page_view,2026-06-22T19:33:04,4020,,opened pricing page,web,missing_event_id
scroll,,5292,evt_007260,"slow scroll, reading carefully",hsearch,invalid_timestamp
page_view,,,evt_007261,viewed product page,web,missing_timestamp;missing_user_id
purchase,2026-06-17T21:03:04,,evt_007263,payment successful,unknown_source,missing_user_id
page_view,2026-06-23T12:57:14,,evt_007267,viewed product page,web,missing_user_id
,2026-06-22T20:14:07,,evt_007268,,mobile_android,missing_event_type;missing_user_id
page_view,2026-06-20T01:21:05,9806,,Page loaded,web,missing_event_id
page_view,2026-06-17T11:19:48,,evt_007275,landed on homepage,unknown_source,missing_user_id
page_view,2026-06-17T10:22:57,3913,evt_007280,opened page then immediately left,WEB,duplicate_event
search,2026-06-22T04:17:28,1649,,,web,missing_event_id
